1.288707483,165.734,0.284467120
1.573174603,201.974,0.116077098
1.689251701,147.86,0.088526077
1.777777778,179.94,1.345328798
3.123106576,213.45,0.214761905
3.337868481,248.232,0.220589569
3.558458050,303.338,0.377324263
3.935782313,320.619,0.255419501
4.191201814,361.893,2.223310658
6.414512472,312.157,0.557278912
6.971791383,266.074,0.249637188
7.517460317,272.749,0.113560091
7.631020408,317.051,0.147664399
7.778684807,329.813,0.325079365
8.103764172,367.494,0.539863946
8.643628118,342.905,0.545668934
9.189297052,310.309,0.127732426
9.317029478,369.76,0.417936508
9.734965986,357.641,0.412154195
10.147120181,288.147,0.255419501
10.402539683,269.428,0.534081633
10.936621315,252.812,0.197346939
11.133968254,208.555,0.139319728
11.273287982,165.54,0.249637188
11.784126984,289.909,0.231111111
12.015238095,360.038,0.192653061
12.207891156,292.707,0.394739229
12.602630385,251.419,0.255419501
12.858049887,263.338,0.272834467
13.130884354,323.815,0.354104308
13.484988662,398.665,0.232199546
13.717188209,354.94,0.168367347
13.885555556,370.437,0.313446712
14.199002268,364.12,0.388934240
14.587936508,339.189,0.150929705
14.738866213,254.945,0.272834467
15.011700680,269.567,0.162562358
15.174263039,323.357,0.249591837
15.423854875,226.198,0.156734694
15.580589569,178.563,0.243832200
16.114648526,151.91,0.210430839
16.325079365,181.662,0.243809524
16.568888889,109.027,0.265578231
16.834467120,241.379,0.522471655
17.356938776,219.792,0.237981859
17.594920635,185.675,0.162539683
17.757460317,146.84,0.255419501
18.012879819,186.996,0.191564626
18.204444444,204.881,0.255442177
18.459886621,239.096,0.429569161
18.889455782,242.615,0.139319728
19.028775510,219.696,0.249614512
19.278390023,236.431,0.278616780
19.557006803,235.46,0.127732426
19.684739229,206.219,0.145102041
19.829841270,163.815,0.197392290
20.387120181,161.904,0.220589569
20.607709751,185.874,0.209002268
20.816712018,235.325,0.365691610
21.182403628,265.368,0.098707483
21.281111111,325.974,0.325079365
21.606190476,343.656,0.214784580
21.820975057,362.527,0.371496599
22.192471655,341.141,0.133514739
22.325986395,375.475,0.464399093
22.790385488,355.532,0.110317460
22.900702948,344.401,0.330884354
23.231587302,295.46,0.181746032
23.413333333,276.621,0.317482993
23.730816327,240.708,0.145124717
23.875941043,196.51,0.145124717
24.021065760,163.108,0.243809524
24.473832200,325.296,0.262675737
24.736507937,323.833,0.282993197
25.019501134,223.927,0.174172336
25.379410431,323.845,0.150929705
25.530340136,299.028,0.313469388
25.843809524,356.362,0.261247166
26.105056689,307.167,0.249614512
26.354671202,257.878,0.127709751
26.482380952,274.368,0.400521542
26.882902494,329.657,0.446984127
27.329886621,298.812,0.243809524
27.573696145,255.979,0.162539683
27.736235828,262.927,0.255419501
27.991655329,237.843,0.145124717
28.136780045,198.464,0.134965986
28.271746032,149.95,0.248185941
28.972698413,154.155,0.109206349
29.081904762,173.018,0.297142857
29.379047619,211.031,0.162539683
29.541587302,234.26,0.278639456
29.820226757,259.604,0.272857143
30.093083900,225.403,0.136757370
30.229841270,198.878,0.101224490
30.331065760,183.493,0.429569161
30.760634921,192.308,0.121927438
30.882562358,210.265,0.232199546
31.114761905,231.654,0.383129252
31.497891156,285.566,0.174149660
31.672040816,302.048,0.307664399
31.979705215,236.884,0.284444444
32.264149660,214.711,0.110294785
32.374444444,187.937,0.145124717
32.519569161,161.902,0.208979592
33.041995465,151.836,0.243809524
33.285804989,178.548,0.243809524
33.529614512,220.322,0.400566893
33.930181406,253.984,0.109183673
34.039365079,303.805,0.349387755
34.388752834,356.671,0.261247166
34.650000000,350.758,0.348276644
34.998276644,313.337,0.267029478
35.265306122,348.837,0.267052154
35.532358277,340.164,0.377301587
35.909659864,304.266,0.150929705
36.060589569,244.994,0.261247166
36.321836735,264.16,0.261201814
36.583038549,233.175,0.133514739
36.716553288,198.413,0.139319728
36.855873016,161.998,0.243832200
