1.381587302,127.722
1.387392290,129.219
1.393197279,135.191
1.399002268,140.518
1.404807256,145.16
1.410612245,148.666
1.416417234,150.639
1.422222222,151.893
1.428027211,153.282
1.433832200,154.706
1.439637188,155.73
1.445442177,156.377
1.451247166,155.919
1.457052154,154.694
1.462857143,153.165
1.468662132,151.106
1.474467120,148.737
1.480272109,146.189
1.486077098,143.177
1.491882086,139.055
1.497687075,135.439
1.503492063,132.92
1.509297052,130.114
1.515102041,127.584
1.520907029,125.901
1.526712018,125.638
1.532517007,124.968
1.538321995,125.166
1.544126984,125.226
1.549931973,124.518
1.555736961,124.229
1.561541950,123.186
1.567346939,121.95
1.573151927,121.192
1.578956916,120.08
1.584761905,119.539
1.590566893,119.851
1.596371882,120.508
1.602176871,121.115
1.607981859,121.817
1.613786848,123.264
1.619591837,125.086
1.625396825,127.022
1.631201814,128.904
1.637006803,131.81
1.642811791,133.603
1.648616780,134.314
1.654421769,135.457
1.660226757,136.229
1.666031746,137.809
1.671836735,139.928
1.677641723,141.29
1.683446712,142.679
1.689251701,143.71
1.695056689,143.96
1.700861678,144.075
1.706666667,143.716
1.712471655,143.371
1.718276644,142.522
1.724081633,141.408
1.729886621,140.29
1.735691610,138.755
1.741496599,137.413
1.747301587,136.378
1.753106576,135.213
1.758911565,133.674
1.764716553,132.279
1.770521542,131.104
1.776326531,130.464
1.782131519,129.93
1.787936508,129.48
1.793741497,129.278
1.799546485,129.156
1.805351474,129.077
1.811156463,129.132
1.816961451,129.435
1.822766440,129.786
1.828571429,130.629
1.834376417,132.378
1.840181406,134.088
1.845986395,135.486
1.851791383,136.477
1.857596372,136.604
1.863401361,136.02
1.869206349,134.948
1.875011338,133.793
1.880816327,132.429
1.886621315,131.845
1.892426304,131.813
1.898231293,132.288
1.904036281,132.913
1.909841270,133.534
1.915646259,134.04
1.921451247,134.453
1.927256236,134.435
1.933061224,134.722
1.938866213,134.861
1.944671202,134.718
1.950476190,134.86
1.956281179,134.534
1.962086168,134.426
1.967891156,134.337
1.973696145,133.714
1.979501134,133.376
1.985306122,132.487
1.991111111,131.821
1.996916100,131.525
2.002721088,131.462
2.008526077,131.459
2.014331066,132.773
2.020136054,133.593
2.025941043,134.104
2.031746032,134.912
2.037551020,134.607
2.043356009,134.884
2.049160998,134.899
2.054965986,134.879
2.060770975,135.058
2.066575964,135.044
2.072380952,134.913
2.078185941,134.467
2.083990930,133.869
2.089795918,132.99
2.095600907,132.367
2.101405896,131.938
2.107210884,132.404
2.113015873,132.437
2.118820862,132.805
2.124625850,133.587
2.130430839,133.378
2.136235828,133.457
2.142040816,132.999
2.147845805,132.138
2.153650794,131.766
2.159455782,131.521
2.165260771,131.256
2.171065760,131.472
2.176870748,131.081
2.182675737,131.122
2.188480726,131.018
2.194285714,130.423
2.200090703,130.175
2.205895692,129.844
2.211700680,129.647
2.217505669,129.659
2.223310658,129.948
2.229115646,130.044
2.234920635,130.855
2.240725624,131.71
2.246530612,131.931
2.252335601,132.205
2.258140590,132.281
2.263945578,132.581
2.269750567,133.368
2.275555556,134.167
2.281360544,134.784
2.287165533,135.163
2.292970522,135.046
2.298775510,134.454
2.304580499,133.572
2.310385488,133.15
2.316190476,132.182
2.321995465,131.552
2.327800454,130.979
2.333605442,130.425
2.339410431,130.051
2.345215420,129.73
2.351020408,130.157
2.356825397,130.751
2.362630385,131.749
2.368435374,132.94
2.374240363,133.331
2.380045351,133.696
