TIME,VALUE,DURATION,LEVEL,LABEL
4.725260771,399.285,0.156734694,0.787402
4.881995465,383.577,3.175351474,0.787402
8.057346939,383.438,1.912721088,0.787402
9.970068027,334.276,2.924263039,0.787402
12.894331066,373.621,0.764807256,0.787402
13.659138322,328.817,3.494603175,0.787402
17.153741497,250.174,2.385850340,0.787402
19.539591837,327.957,2.481632653,0.787402
22.021224490,308.672,0.927346939,0.787402
22.948571429,250.079,2.259591837,0.787402
25.208163265,247.693,4.490181406,0.787402
30.557460317,228.471,0.142222222,0.787402
30.699682540,226.241,0.647278912,0.787402
31.346961451,250.969,1.822743764,0.787402
33.169705215,329.944,5.712108844,0.787402
38.881814059,376.414,2.902494331,0.787402
41.784308390,372.712,1.538321995,0.787402
43.322630385,333.723,3.709387755,0.787402
47.032018141,279.748,1.033310658,0.787402
48.756099773,297.413,0.313469388,0.787402
49.069569161,335.543,2.008526077,0.787402
51.078095238,376.263,6.008185941,0.787402
57.086281179,249.375,13.165714286,0.787402
71.801904762,149.252,0.174149660,0.787402
71.976054422,149.126,0.211882086,0.787402
72.187936508,244.89,16.538412698,0.787402
88.726349206,244.89,4.420498866,0.787402
