1.596371882,146.479,1.828571429
3.680362812,190.366,0.774965986
4.455328798,190.994,0.507936508
4.963265306,149.738,0.592131519
5.555396825,143.386,0.893968254
6.449365079,142.825,0.922993197
7.372358277,124.458,0.783650794
8.156009070,140.085,0.743038549
9.415691610,180.818,0.873650794
10.289342404,191.287,1.131972789
11.421315193,188.596,0.885260771
12.306575964,158.344,1.001360544
13.307936508,170.626,0.595011338
13.902947846,188.52,2.147845805
17.397551020,171.556,0.772063492
18.169614512,169.02,0.957823129
19.127437642,187.6,1.015873016
20.143310658,173.333,0.922993197
21.373968254,206.338,1.671836735
23.399909297,261.579,1.053605442
24.453514739,213.918,0.844625850
26.076009070,185.361,0.830113379
26.906122449,191.345,1.059410431
27.965532880,190.485,0.957823129
28.923356009,166.227,1.123287982
30.046643991,186.39,2.577392290
34.232018141,137.228,0.975238095
35.207256236,145.254,1.015873016
36.223129252,187.379,0.870748299
37.093877551,189.26,0.449886621
37.543764172,150.052,0.769160998
38.312925170,141.837,1.683446712
39.996371882,125.75,1.102947846
41.099319728,93.7296,0.400544218
42.097777778,133.986,0.989750567
43.087528345,143.402,1.073922902
44.161451247,125.771,0.827210884
44.988662132,144.758,0.522448980
45.511111111,170.233,0.377324263
45.888435374,170.637,0.565986395
46.454421769,188.359,0.943333333
47.397755102,145.055,1.088412698
48.486167800,125.957,0.595011338
49.957732426,193.719,1.880816327
51.838548753,205.769,1.001360544
52.839909297,192.66,0.792380952
53.951564626,291.917,1.079727891
55.031292517,294.959,0.972335601
56.003628118,254.426,1.073922902
57.077551020,204.759,0.478911565
57.556462585,252.866,0.342494331
58.659410431,186.921,0.827210884
59.486621315,189.857,0.966530612
60.453151927,189.326,0.891065760
61.344217687,155.167,1.001360544
62.345578231,188.544,2.739954649
