1.160997732,171.711,1.699410431
2.860408163,215.709,0.285895692
3.146303855,237.303,0.191564626
3.337868481,273.06,0.227845805
3.565714286,310.117,0.326530612
3.892244898,313.208,0.345396825
4.237641723,361.062,1.104399093
5.342040816,320.684,0.584875283
6.356462585,264.652,0.150952381
6.507414966,265.539,0.271360544
6.778775510,240.581,0.332335601
7.111111111,262.79,0.464399093
7.575510204,324.277,0.417959184
7.993469388,368.09,0.574693878
8.568163265,322.129,0.143673469
8.711836735,367.444,0.182857143
8.894693878,367.453,0.259773243
9.154467120,319.041,0.348299320
9.502766440,269.419,0.580498866
10.083265306,233.079,0.365714286
10.448979592,167.953,0.365736961
11.058503401,315.245,0.243809524
11.302312925,320.918,0.269931973
11.572244898,234.953,0.313469388
11.885714286,265.408,0.287346939
12.173061224,269.318,0.336689342
12.509750567,270.464,0.435374150
12.945124717,231.509,0.174149660
13.119274376,265.572,0.261224490
13.380498866,329.286,0.307664399
13.688163265,316.936,0.444081633
14.132244898,234.139,0.156734694
14.288979592,268.88,0.274285714
14.563265306,239.184,0.326530612
14.889795918,200.942,0.203174603
15.092970522,170.905,0.423786848
15.859229025,152.499,0.249637188
16.108866213,172.421,0.261201814
16.370068027,214.003,0.348299320
16.718367347,257.478,0.580498866
17.298866213,197.484,0.386031746
17.684897959,156.742,0.194467120
17.879365079,212.035,0.278662132
18.158027211,174.606,0.313446712
18.471473923,226.523,0.371519274
18.842993197,248.141,0.226394558
19.069387755,228.439,0.261224490
19.330612245,204.183,0.300408163
19.631020408,164.901,0.653061224
20.561269841,149.271,0.336689342
20.897959184,173.045,0.222040816
21.120000000,215.396,0.313469388
21.433469388,301.621,0.288798186
21.722267574,317.867,0.259773243
21.982040816,326.187,0.313469388
22.295510204,361.061,0.561632653
22.857142857,320.02,0.143673469
23.000816327,357.342,0.208979592
23.209795918,361.528,0.222040816
23.431836735,323.312,0.322176871
23.754013605,267.783,0.336689342
24.090702948,265.296,0.320725624
24.411428571,187.9,0.679183673
25.251700680,318.02,0.269931973
25.521632653,311.216,0.287346939
25.808979592,236.784,0.325079365
26.134058957,253.96,0.278639456
26.412698413,261.178,0.323628118
26.736326531,266.817,0.326530612
27.062857143,238.167,0.261224490
27.324081633,254.008,0.336689342
27.660770975,313.014,0.330884354
27.991655329,314.813,0.285895692
28.277551020,236.862,0.313469388
28.591020408,262.215,0.287346939
28.878367347,235.998,0.297505669
29.175873016,177.88,0.679206349
30.162721088,144.499,0.179954649
30.342675737,177.801,0.285895692
30.628571429,209.658,0.497777778
31.126349206,234.188,0.150929705
31.277278912,273.289,0.174149660
31.451428571,205.118,0.470204082
31.921632653,163.714,0.182857143
32.104489796,215.982,0.261224490
32.365714286,173.172,0.339591837
32.705306122,231.001,0.365714286
33.071020408,277.872,0.179954649
33.250975057,243.075,0.278639456
33.529614512,206.3,0.313469388
33.843083900,170.661,0.899773243
34.742857143,152.24,0.220589569
34.963446712,180.501,0.342517007
35.305963719,220.617,0.625464853
35.931428571,314.12,0.143673469
36.075102041,320.785,0.188684807
36.263786848,318.131,0.278616780
36.542403628,356.476,0.629841270
37.172244898,243.907,0.124807256
37.297052154,257.234,0.150952381
37.448004535,275.092,0.406326531
37.854331066,272.121,0.441201814
38.295532880,300.643,0.365691610
38.661224490,277.11,0.757551020
